Comment,Emotion,cleaned_text,tokens,processed_tokens,processed_text
i need to be intentional to do more things like that i think as a mom sometimes it can feel like you lose some of your personality b c as smart as my kids are their sense of humor is me making a silly face and chasing them around the house like a monster,joy,i need to be intentional to do more things like that i think as a mom sometimes it can feel like you lose some of your personality b c as smart as my kids are their sense of humor is me making a silly face and chasing them around the house like a monster,"['i', 'need', 'to', 'be', 'intentional', 'to', 'do', 'more', 'things', 'like', 'that', 'i', 'think', 'as', 'a', 'mom', 'sometimes', 'it', 'can', 'feel', 'like', 'you', 'lose', 'some', 'of', 'your', 'personality', 'b', 'c', 'as', 'smart', 'as', 'my', 'kids', 'are', 'their', 'sense', 'of', 'humor', 'is', 'me', 'making', 'a', 'silly', 'face', 'and', 'chasing', 'them', 'around', 'the', 'house', 'like', 'a', 'monster']","['need', 'intentional', 'things', 'like', 'think', 'mom', 'sometimes', 'feel', 'like', 'lose', 'personality', 'b', 'c', 'smart', 'kids', 'sense', 'humor', 'making', 'silly', 'face', 'chasing', 'around', 'house', 'like', 'monster']",need intentional things like think mom sometimes feel like lose personality b c smart kids sense humor making silly face chasing around house like monster
i even mentioned him was to show i want to trust you with my feelings hoping you would not think i was being rude mean coercive or pushy,anger,i even mentioned him was to show i want to trust you with my feelings hoping you would not think i was being rude mean coercive or pushy,"['i', 'even', 'mentioned', 'him', 'was', 'to', 'show', 'i', 'want', 'to', 'trust', 'you', 'with', 'my', 'feelings', 'hoping', 'you', 'would', 'not', 'think', 'i', 'was', 'being', 'rude', 'mean', 'coercive', 'or', 'pushy']","['even', 'mentioned', 'show', 'want', 'trust', 'feelings', 'hoping', 'would', 'think', 'rude', 'mean', 'coercive', 'pushy']",even mentioned show want trust feelings hoping would think rude mean coercive pushy
i guess i feel that if i don t fulfill some of my artistic pursuits now i certainly won t have the time when the economy picks up,joy,i guess i feel that if i don t fulfill some of my artistic pursuits now i certainly won t have the time when the economy picks up,"['i', 'guess', 'i', 'feel', 'that', 'if', 'i', 'don', 't', 'fulfill', 'some', 'of', 'my', 'artistic', 'pursuits', 'now', 'i', 'certainly', 'won', 't', 'have', 'the', 'time', 'when', 'the', 'economy', 'picks', 'up']","['guess', 'feel', 'fulfill', 'artistic', 'pursuits', 'certainly', 'time', 'economy', 'picks']",guess feel fulfill artistic pursuits certainly time economy picks
i feel like getting away from all the friendly tasty goodness that seems to abound in santa cruz including the unseen ambient pot smoke that always makes me so lazy i swear when i visit the laid back town a visit to the university s university of california santa cruz renowned a href http www,joy,i feel like getting away from all the friendly tasty goodness that seems to abound in santa cruz including the unseen ambient pot smoke that always makes me so lazy i swear when i visit the laid back town a visit to the university s university of california santa cruz renowned a href http www,"['i', 'feel', 'like', 'getting', 'away', 'from', 'all', 'the', 'friendly', 'tasty', 'goodness', 'that', 'seems', 'to', 'abound', 'in', 'santa', 'cruz', 'including', 'the', 'unseen', 'ambient', 'pot', 'smoke', 'that', 'always', 'makes', 'me', 'so', 'lazy', 'i', 'swear', 'when', 'i', 'visit', 'the', 'laid', 'back', 'town', 'a', 'visit', 'to', 'the', 'university', 's', 'university', 'of', 'california', 'santa', 'cruz', 'renowned', 'a', 'href', 'http', 'www']","['feel', 'like', 'getting', 'away', 'friendly', 'tasty', 'goodness', 'seems', 'abound', 'santa', 'cruz', 'including', 'unseen', 'ambient', 'pot', 'smoke', 'always', 'makes', 'lazy', 'swear', 'visit', 'laid', 'back', 'town', 'visit', 'university', 'university', 'california', 'santa', 'cruz', 'renowned', 'href', 'http', 'www']",feel like getting away friendly tasty goodness seems abound santa cruz including unseen ambient pot smoke always makes lazy swear visit laid back town visit university university california santa cruz renowned href http www
i feel not offended in any form and should not make this big and in the end it doesnt bother me at all but ive learned to show some balls in the past and say what i think not anonymous so if we would give some weight to the content of these comments there would be the questions what is behind it,anger,i feel not offended in any form and should not make this big and in the end it doesnt bother me at all but ive learned to show some balls in the past and say what i think not anonymous so if we would give some weight to the content of these comments there would be the questions what is behind it,"['i', 'feel', 'not', 'offended', 'in', 'any', 'form', 'and', 'should', 'not', 'make', 'this', 'big', 'and', 'in', 'the', 'end', 'it', 'doesnt', 'bother', 'me', 'at', 'all', 'but', 'ive', 'learned', 'to', 'show', 'some', 'balls', 'in', 'the', 'past', 'and', 'say', 'what', 'i', 'think', 'not', 'anonymous', 'so', 'if', 'we', 'would', 'give', 'some', 'weight', 'to', 'the', 'content', 'of', 'these', 'comments', 'there', 'would', 'be', 'the', 'questions', 'what', 'is', 'behind', 'it']","['feel', 'offended', 'form', 'make', 'big', 'end', 'doesnt', 'bother', 'ive', 'learned', 'show', 'balls', 'past', 'say', 'think', 'anonymous', 'would', 'give', 'weight', 'content', 'comments', 'would', 'questions', 'behind']",feel offended form make big end doesnt bother ive learned show balls past say think anonymous would give weight content comments would questions behind
i open the file im interested in and for about twenty minutes read fiddle and wonder why im not feeling creative,joy,i open the file im interested in and for about twenty minutes read fiddle and wonder why im not feeling creative,"['i', 'open', 'the', 'file', 'im', 'interested', 'in', 'and', 'for', 'about', 'twenty', 'minutes', 'read', 'fiddle', 'and', 'wonder', 'why', 'im', 'not', 'feeling', 'creative']","['open', 'file', 'im', 'interested', 'twenty', 'minutes', 'read', 'fiddle', 'wonder', 'im', 'feeling', 'creative']",open file im interested twenty minutes read fiddle wonder im feeling creative
i feel profoundly insulted by this anime how dumb does it think we are,anger,i feel profoundly insulted by this anime how dumb does it think we are,"['i', 'feel', 'profoundly', 'insulted', 'by', 'this', 'anime', 'how', 'dumb', 'does', 'it', 'think', 'we', 'are']","['feel', 'profoundly', 'insulted', 'anime', 'dumb', 'think']",feel profoundly insulted anime dumb think
i don t feel superior to people who have made different choices or threatened by them,joy,i don t feel superior to people who have made different choices or threatened by them,"['i', 'don', 't', 'feel', 'superior', 'to', 'people', 'who', 'have', 'made', 'different', 'choices', 'or', 'threatened', 'by', 'them']","['feel', 'superior', 'people', 'made', 'different', 'choices', 'threatened']",feel superior people made different choices threatened
i feel and look gorgeous beautiful and sexy,joy,i feel and look gorgeous beautiful and sexy,"['i', 'feel', 'and', 'look', 'gorgeous', 'beautiful', 'and', 'sexy']","['feel', 'look', 'gorgeous', 'beautiful', 'sexy']",feel look gorgeous beautiful sexy
i often play the role of a loquacious hunters always feel superior to others than he who long off than he beautiful really a flower plug in cow dung and marry him though he be like a big grievance,joy,i often play the role of a loquacious hunters always feel superior to others than he who long off than he beautiful really a flower plug in cow dung and marry him though he be like a big grievance,"['i', 'often', 'play', 'the', 'role', 'of', 'a', 'loquacious', 'hunters', 'always', 'feel', 'superior', 'to', 'others', 'than', 'he', 'who', 'long', 'off', 'than', 'he', 'beautiful', 'really', 'a', 'flower', 'plug', 'in', 'cow', 'dung', 'and', 'marry', 'him', 'though', 'he', 'be', 'like', 'a', 'big', 'grievance']","['often', 'play', 'role', 'loquacious', 'hunters', 'always', 'feel', 'superior', 'others', 'long', 'beautiful', 'really', 'flower', 'plug', 'cow', 'dung', 'marry', 'though', 'like', 'big', 'grievance']",often play role loquacious hunters always feel superior others long beautiful really flower plug cow dung marry though like big grievance
i started the dew beyond having a positive showing of the south to encourage writers from all experiences and levels of advancement to feel comfortable sharing their work,joy,i started the dew beyond having a positive showing of the south to encourage writers from all experiences and levels of advancement to feel comfortable sharing their work,"['i', 'started', 'the', 'dew', 'beyond', 'having', 'a', 'positive', 'showing', 'of', 'the', 'south', 'to', 'encourage', 'writers', 'from', 'all', 'experiences', 'and', 'levels', 'of', 'advancement', 'to', 'feel', 'comfortable', 'sharing', 'their', 'work']","['started', 'dew', 'beyond', 'positive', 'showing', 'south', 'encourage', 'writers', 'experiences', 'levels', 'advancement', 'feel', 'comfortable', 'sharing', 'work']",started dew beyond positive showing south encourage writers experiences levels advancement feel comfortable sharing work
i first entered the clinic i feel very welcomed by the beautiful ivory themed furnitures because the whole clinic look very clean spacious and professional and the cheerful consultants awaiting for me at the reception with a smile of course,joy,i first entered the clinic i feel very welcomed by the beautiful ivory themed furnitures because the whole clinic look very clean spacious and professional and the cheerful consultants awaiting for me at the reception with a smile of course,"['i', 'first', 'entered', 'the', 'clinic', 'i', 'feel', 'very', 'welcomed', 'by', 'the', 'beautiful', 'ivory', 'themed', 'furnitures', 'because', 'the', 'whole', 'clinic', 'look', 'very', 'clean', 'spacious', 'and', 'professional', 'and', 'the', 'cheerful', 'consultants', 'awaiting', 'for', 'me', 'at', 'the', 'reception', 'with', 'a', 'smile', 'of', 'course']","['first', 'entered', 'clinic', 'feel', 'welcomed', 'beautiful', 'ivory', 'themed', 'furnitures', 'whole', 'clinic', 'look', 'clean', 'spacious', 'professional', 'cheerful', 'consultants', 'awaiting', 'reception', 'smile', 'course']",first entered clinic feel welcomed beautiful ivory themed furnitures whole clinic look clean spacious professional cheerful consultants awaiting reception smile course
i don t feel like eggs benedict i ll have something equally delicious,joy,i don t feel like eggs benedict i ll have something equally delicious,"['i', 'don', 't', 'feel', 'like', 'eggs', 'benedict', 'i', 'll', 'have', 'something', 'equally', 'delicious']","['feel', 'like', 'eggs', 'benedict', 'something', 'equally', 'delicious']",feel like eggs benedict something equally delicious
i still feel constantly paranoid and anxious i keep wanting to go on facebook to check he hasn t been back on there i keep wanting to go through the texts on his phone i feel edgy when he s at work and want him to come straight home to me,fear,i still feel constantly paranoid and anxious i keep wanting to go on facebook to check he hasn t been back on there i keep wanting to go through the texts on his phone i feel edgy when he s at work and want him to come straight home to me,"['i', 'still', 'feel', 'constantly', 'paranoid', 'and', 'anxious', 'i', 'keep', 'wanting', 'to', 'go', 'on', 'facebook', 'to', 'check', 'he', 'hasn', 't', 'been', 'back', 'on', 'there', 'i', 'keep', 'wanting', 'to', 'go', 'through', 'the', 'texts', 'on', 'his', 'phone', 'i', 'feel', 'edgy', 'when', 'he', 's', 'at', 'work', 'and', 'want', 'him', 'to', 'come', 'straight', 'home', 'to', 'me']","['still', 'feel', 'constantly', 'paranoid', 'anxious', 'keep', 'wanting', 'go', 'facebook', 'check', 'back', 'keep', 'wanting', 'go', 'texts', 'phone', 'feel', 'edgy', 'work', 'want', 'come', 'straight', 'home']",still feel constantly paranoid anxious keep wanting go facebook check back keep wanting go texts phone feel edgy work want come straight home
i was over tired and feeling irritable as a result,anger,i was over tired and feeling irritable as a result,"['i', 'was', 'over', 'tired', 'and', 'feeling', 'irritable', 'as', 'a', 'result']","['tired', 'feeling', 'irritable', 'result']",tired feeling irritable result
